07-06 16:30:34.744  2646  2649 D dalvikvm: GC_CONCURRENT freed 650K, 13% free 11465K/13127K, paused 2ms+2ms
07-06 16:33:41.443   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:33:41.443   344   344 D SAN_SERVICE: *******************************************
07-06 16:33:41.674   344   344 D SAN_SERVICE: *******************************************
07-06 16:33:41.674   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:33:41.674   344   344 D SAN_SERVICE: *******************************************
07-06 16:33:51.697   344   344 D SAN_SERVICE: *******************************************
07-06 16:33:51.697   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:33:51.697   344   344 D SAN_SERVICE: *******************************************
07-06 16:33:51.869   344   344 D SAN_SERVICE: *******************************************
07-06 16:33:51.869   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:33:51.869   344   344 D SAN_SERVICE: *******************************************
07-06 16:33:52.627   344   344 D SAN_SERVICE: *******************************************
07-06 16:33:52.627   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:33:52.627   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:01.850   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:01.850   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:34:01.850   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:08.916   215   217 D dalvikvm: GC_CONCURRENT freed 380K, 34% free 9688K/14663K, paused 37ms+2ms
07-06 16:34:17.256   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:17.256   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:34:17.256   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:17.486   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:17.486   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:34:17.486   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:17.721   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:17.721   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:34:17.721   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:27.443   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:27.443   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:34:27.443   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:39.260   145   199 D DhcpInfoInternal: makeLinkProperties with empty dns2!
07-06 16:34:39.271   145   199 D DhcpInfoInternal: makeLinkProperties with empty dns2!
07-06 16:34:42.791   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:42.791   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:34:42.791   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:43.057   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:43.057   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:34:43.057   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:49.639   344   344 D SAN_SERVICE: *******************************************
07-06 16:34:49.639   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:34:49.639   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:03.275   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:03.275   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:35:03.275   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:03.584   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:03.588   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:35:03.588   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:03.604   344   345 D dalvikvm: GC_CONCURRENT freed 390K, 7% free 9442K/10055K, paused 18ms+2ms
07-06 16:35:04.084   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:04.084   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:35:04.084   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:07.346  2146  2148 D dalvikvm: GC_CONCURRENT freed 401K, 7% free 10516K/11207K, paused 2ms+2ms
07-06 16:35:08.725  1412  1414 D dalvikvm: GC_CONCURRENT freed 500K, 8% free 10254K/11079K, paused 2ms+3ms
07-06 16:35:13.521   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:13.521   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:35:13.521   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:13.814   145  1189 D dalvikvm: GC_EXPLICIT freed 1070K, 11% free 15375K/17095K, paused 29ms+7ms
07-06 16:35:13.865   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:13.865   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:35:13.865   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:14.553   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:14.553   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:35:14.553   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:17.408   427  1461 I PhoneLab-: Service Running
07-06 16:35:17.475   427  1461 I PhoneLab-LoggerService: app_37    1466  427   1436   1040  c00f181c 400107b4 S logcat
07-06 16:35:17.479   427  1461 I PhoneLab-LoggerService: Logcat pid from database 1466
07-06 16:35:17.479   427  1461 I PhoneLab-LoggerService: Logcat process found 1466
07-06 16:35:17.479   427  1461 I PhoneLab-LoggerService: Checking Threshold
07-06 16:35:17.479   427  1461 I PhoneLab-LoggerService: Starting to rename files
07-06 16:35:17.479   427  1461 I PhoneLab-LoggerService: Files found .. 2
07-06 16:35:23.752   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:23.752   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:35:23.752   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:24.029   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:24.029   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:35:24.029   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:24.803   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:24.807   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:35:24.811   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:44.299   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:44.299   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:35:44.299   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:44.521   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:44.521   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:35:44.521   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:54.498   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:54.498   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:35:54.498   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:59.842   344   344 D SAN_SERVICE: *******************************************
07-06 16:35:59.842   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:35:59.842   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:08.701  2146  2148 D dalvikvm: GC_CONCURRENT freed 502K, 7% free 10526K/11207K, paused 2ms+3ms
07-06 16:36:11.588   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:11.588   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:36:11.588   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:12.338   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:12.338   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:36:12.338   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:20.084   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:20.084   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:36:20.084   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:20.377   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:20.377   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:36:20.377   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:21.111   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:21.111   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:36:21.111   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:30.326   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:30.326   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:36:30.326   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:45.674   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:45.674   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:36:45.674   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:46.459   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:46.459   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:36:46.459   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:52.486   344   344 D SAN_SERVICE: *******************************************
07-06 16:36:52.486   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:36:52.486   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:01.029   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:01.029   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:37:01.029   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:04.154   145   199 D DhcpInfoInternal: makeLinkProperties with empty dns2!
07-06 16:37:04.158   145   199 D DhcpInfoInternal: makeLinkProperties with empty dns2!
07-06 16:37:08.826  2146  2148 D dalvikvm: GC_CONCURRENT freed 489K, 7% free 10533K/11207K, paused 1ms+5ms
07-06 16:37:08.881  1412  1414 D dalvikvm: GC_CONCURRENT freed 506K, 8% free 10258K/11079K, paused 1ms+3ms
07-06 16:37:11.271   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:11.271   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:37:11.271   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:11.600   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:11.600   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:37:11.600   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:11.615   344   345 D dalvikvm: GC_CONCURRENT freed 395K, 7% free 9441K/10055K, paused 18ms+2ms
07-06 16:37:12.299   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:12.299   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:37:12.299   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:17.412   427  1461 I PhoneLab-: Service Running
07-06 16:37:17.506   427  1461 I PhoneLab-LoggerService: app_37    1466  427   1436   1040  c00f181c 400107b4 S logcat
07-06 16:37:17.506   427  1461 I PhoneLab-LoggerService: Logcat pid from database 1466
07-06 16:37:17.506   427  1461 I PhoneLab-LoggerService: Logcat process found 1466
07-06 16:37:17.506   427  1461 I PhoneLab-LoggerService: Checking Threshold
07-06 16:37:17.506   427  1461 I PhoneLab-LoggerService: Starting to rename files
07-06 16:37:17.506   427  1461 I PhoneLab-LoggerService: Files found .. 2
07-06 16:37:21.541   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:21.541   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:37:21.541   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:21.811   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:21.811   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:37:21.811   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:22.588   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:22.588   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:37:22.588   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:31.775   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:31.775   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:37:31.775   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:42.025   344   344 D SAN_SERVICE: *******************************************
07-06 16:37:42.025   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:37:42.025   344   344 D SAN_SERVICE: *******************************************
07-06 16:38:07.537   344   344 D SAN_SERVICE: *******************************************
07-06 16:38:07.537   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:38:07.537   344   344 D SAN_SERVICE: *******************************************
07-06 16:38:07.869   344   344 D SAN_SERVICE: *******************************************
07-06 16:38:07.869   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:38:07.869   344   344 D SAN_SERVICE: *******************************************
07-06 16:38:08.885   306   307 D dalvikvm: GC_CONCURRENT freed 360K, 6% free 10190K/10759K, paused 8ms+13ms
07-06 16:38:14.451   344   344 D SAN_SERVICE: *******************************************
07-06 16:38:14.451   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:38:14.451   344   344 D SAN_SERVICE: *******************************************
07-06 16:38:23.029   344   344 D SAN_SERVICE: *******************************************
07-06 16:38:23.029   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:38:23.029   344   344 D SAN_SERVICE: *******************************************
07-06 16:38:38.350   344   344 D SAN_SERVICE: *******************************************
07-06 16:38:38.350   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:38:38.350   344   344 D SAN_SERVICE: *******************************************
07-06 16:38:38.611   344   344 D SAN_SERVICE: *******************************************
07-06 16:38:38.611   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:38:38.611   344   344 D SAN_SERVICE: *******************************************
07-06 16:39:08.877  2146  2148 D dalvikvm: GC_CONCURRENT freed 509K, 6% free 10536K/11207K, paused 1ms+3ms
07-06 16:39:09.014  1412  1414 D dalvikvm: GC_CONCURRENT freed 500K, 8% free 10263K/11079K, paused 2ms+3ms
07-06 16:39:17.408   427  1461 I PhoneLab-: Service Running
07-06 16:39:17.479   427  1461 I PhoneLab-LoggerService: app_37    1466  427   1436   1040  c00f181c 400107b4 S logcat
07-06 16:39:17.479   427  1461 I PhoneLab-LoggerService: Logcat pid from database 1466
07-06 16:39:17.479   427  1461 I PhoneLab-LoggerService: Logcat process found 1466
07-06 16:39:17.479   427  1461 I PhoneLab-LoggerService: Checking Threshold
07-06 16:39:17.479   427  1461 I PhoneLab-LoggerService: Starting to rename files
07-06 16:39:17.479   427  1461 I PhoneLab-LoggerService: Files found .. 2
07-06 16:39:19.346   344   344 D SAN_SERVICE: *******************************************
07-06 16:39:19.346   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:39:19.346   344   344 D SAN_SERVICE: *******************************************
07-06 16:39:19.533   344   344 D SAN_SERVICE: *******************************************
07-06 16:39:19.533   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:39:19.533   344   344 D SAN_SERVICE: *******************************************
07-06 16:39:29.029   145   199 D DhcpInfoInternal: makeLinkProperties with empty dns2!
07-06 16:39:29.029   145   199 D DhcpInfoInternal: makeLinkProperties with empty dns2!
07-06 16:39:34.908   344   344 D SAN_SERVICE: *******************************************
07-06 16:39:34.908   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:39:34.912   344   344 D SAN_SERVICE: *******************************************
07-06 16:39:35.416   344   344 D SAN_SERVICE: *******************************************
07-06 16:39:35.416   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:39:35.420   344   344 D SAN_SERVICE: *******************************************
07-06 16:39:44.889   344   344 D SAN_SERVICE: *******************************************
07-06 16:39:44.889   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:39:44.889   344   344 D SAN_SERVICE: *******************************************
07-06 16:40:00.217   344   344 D SAN_SERVICE: *******************************************
07-06 16:40:00.217   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:40:00.217   344   344 D SAN_SERVICE: *******************************************
07-06 16:40:00.537   344   344 D SAN_SERVICE: *******************************************
07-06 16:40:00.537   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:40:00.537   344   344 D SAN_SERVICE: *******************************************
07-06 16:40:01.041   344   344 D SAN_SERVICE: *******************************************
07-06 16:40:01.041   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:40:01.041   344   344 D SAN_SERVICE: *******************************************
07-06 16:40:15.682   344   344 D SAN_SERVICE: *******************************************
07-06 16:40:15.682   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:40:15.682   344   344 D SAN_SERVICE: *******************************************
07-06 16:40:16.377   344   344 D SAN_SERVICE: *******************************************
07-06 16:40:16.377   344   344 D SAN_SERVICE: DM App Phone Service State - 0
07-06 16:40:16.377   344   344 D SAN_SERVICE: *******************************************
