06-18 13:48:45.797  3707  3707 D wpa_supplicant: WPS:  * Device Name
06-18 13:48:45.797  3707  3707 D wpa_supplicant: WPS:  * Version2 (0x20)
06-18 13:48:45.797  3707  3707 D wpa_supplicant: wpa_driver_wext_combo_scan: Start
06-18 13:48:45.797  3707  3707 D wpa_supplicant: For Scan: (null)
06-18 13:48:45.800  3707  3707 D wpa_supplicant: Scan requested (ret=0) - scan timeout 30 seconds
06-18 13:48:45.824   140   193 W NetworkStats: dropping UID delta from unknown iface: iface=wlan0 uid=0 set=DEFAULT tag=0x0 rxBytes=0 rxPackets=0 txBytes=140 txPackets=2 operations=0
06-18 13:48:46.757   140   198 D ConnectivityService: NetTransition Wakelock for WifiStateMachine released by timeout
06-18 13:48:47.097  3707  3707 D wpa_supplicant: Ongoing scan action - reject new request
06-18 13:48:47.250   140   202 D Tethering: MasterInitialState.processMessage what=3
06-18 13:48:47.277  2882  2882 I GTalkService/c: [AndroidEndpoint@1094417992] connect: acct=1000000, state=CONNECTING
06-18 13:48:47.285  2882  2882 I GTalkService/c: [GTalkConnection@1094264480] connect: acct=1, state=CONNECTING
06-18 13:48:47.367   140  2836 I ActivityManager: Start proc com.google.android.apps.uploader for broadcast com.google.android.apps.uploader/.ConnectivityBroadcastReceiver: pid=17670 uid=10031 gids={3003}
06-18 13:48:47.386 17670 17670 I dalvikvm: Turning on JNI app bug workarounds for target SDK version 11...
06-18 13:48:47.500 17670 17670 I ActivityThread: Pub com.google.android.apps.uploader: com.google.android.apps.uploader.UploadsContentProvider
06-18 13:48:47.500 17670 17670 I ActivityThread: Pub com.google.photos.provider.Album: com.google.android.apps.uploader.clients.picasa.AlbumProvider
06-18 13:48:47.507 17670 17670 D MediaUploader: UploaderApplication.onCreate
06-18 13:48:47.574 17670 17670 D MediaUploader: nonWifiLimit=20971520, default=20971520
06-18 13:48:47.601 17670 17670 I MediaUploader: No need to wake up
06-18 13:48:47.605 15035 15035 I PhoneLab-WiFiReceiver: Wi-Fi is disconnected!
06-18 13:48:47.734   140   465 I ActivityManager: Start proc com.google.android.apps.docs for broadcast com.google.android.apps.docs/.receivers.NetworkChangeReceiver: pid=17690 uid=10063 gids={3003, 1015, 1006}
06-18 13:48:47.777 17573 17688 D PicasaSync: sync account database
06-18 13:48:47.789  3707  3707 D wpa_supplicant: EAPOL: startWhen --> 0
06-18 13:48:47.789 17573 17688 D PicasaSync: accounts in DB=1
06-18 13:48:47.789 17573 17688 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-18 13:48:47.793 17573 17688 D PicasaSyncManager: background data: true
06-18 13:48:47.832 17573 17688 D PicasaSyncManager: reject MetadataSyncTask (steven.y.ko@gmail.com) because downsync is disabled
06-18 13:48:47.832 17573 17688 D PicasaSyncManager: reject MetadataSyncTask (steven.y.ko@gmail.com) because downsync is disabled
06-18 13:48:47.894 17573 17688 D PicasaSyncManager: battery info: false
06-18 13:48:47.949 17690 17690 I ActivityThread: Pub com.google.android.apps.docs.files: com.google.android.apps.docs.sync.filemanager.FileProvider
06-18 13:48:47.961 17690 17690 I ActivityThread: Pub com.google.android.apps.docs.doclist.search_suggest: com.google.android.apps.docs.doclist.DocListGlobalSearchSuggestionProvider
06-18 13:48:48.066 17690 17690 V /ContextScope.java:112: 13:48:48.054 main Contexts in the main scope map after inserting com.google.android.apps.docs.editors.EditorsApplication@41365b40: com.google.android.apps.docs.editors.EditorsApplication@41365b40
06-18 13:48:48.183 17690 17693 D dalvikvm: GC_CONCURRENT freed 229K, 4% free 9307K/9607K, paused 8ms+3ms
06-18 13:48:48.324 17690 17693 D dalvikvm: GC_CONCURRENT freed 499K, 6% free 9380K/9927K, paused 2ms+3ms
06-18 13:48:48.457 17690 17693 D dalvikvm: GC_CONCURRENT freed 539K, 7% free 9378K/9991K, paused 2ms+5ms
06-18 13:48:48.578 17690 17693 D dalvikvm: GC_CONCURRENT freed 480K, 6% free 9409K/9991K, paused 2ms+3ms
06-18 13:48:48.687 17690 17693 D dalvikvm: GC_CONCURRENT freed 542K, 7% free 9438K/10055K, paused 2ms+2ms
06-18 13:48:48.777 17690 17693 D dalvikvm: GC_CONCURRENT freed 478K, 6% free 9472K/10055K, paused 1ms+3ms
06-18 13:48:48.828   140   202 D Tethering: MasterInitialState.processMessage what=3
06-18 13:48:48.910 17690 17690 D dalvikvm: GC_FOR_ALLOC freed 256K, 6% free 9475K/10055K, paused 28ms
06-18 13:48:48.941 17489 17510 I GServe Unity: ONM ticking...now=1340041728942
06-18 13:48:49.000   140   464 I ActivityManager: Process com.google.android.apps.maps:LocationFriendService (pid 17140) has died.
06-18 13:48:49.000   140   464 W ActivityManager: Scheduling restart of crashed service com.google.android.apps.maps/com.google.googlenav.appwidget.friends.FriendsAppWidgetUpdateService in 5000ms
06-18 13:48:49.090 17690 17693 D dalvikvm: GC_CONCURRENT freed 489K, 6% free 9557K/10119K, paused 2ms+2ms
06-18 13:48:49.125  3707  3707 D wpa_supplicant: Ongoing scan action - reject new request
06-18 13:48:49.234 17690 17693 D dalvikvm: GC_CONCURRENT freed 446K, 6% free 9618K/10183K, paused 2ms+3ms
06-18 13:48:49.382 17690 17693 D dalvikvm: GC_CONCURRENT freed 475K, 6% free 9698K/10247K, paused 2ms+2ms
06-18 13:48:49.515 17690 17693 D dalvikvm: GC_CONCURRENT freed 496K, 6% free 9741K/10311K, paused 2ms+3ms
06-18 13:48:49.644 17690 17693 D dalvikvm: GC_CONCURRENT freed 519K, 6% free 9776K/10375K, paused 1ms+3ms
06-18 13:48:49.703 17690 17690 D /Ln.java:220: 13:48:49.704 main Configuring Logging, minimum log level is INFO
06-18 13:48:49.754 17690 17690 D DocListDatabase: openHelper points on new database: DocList.db
06-18 13:48:49.754 17690 17690 D DocListDatabase: in openWriteDatabase
06-18 13:48:49.820 17690 17693 D dalvikvm: GC_CONCURRENT freed 432K, 6% free 9854K/10375K, paused 2ms+4ms
06-18 13:48:49.824 17690 17690 W ND      : Could not load Finalizer in its own class loader. Loading Finalizer in the current class loader instead. As a result, you will not be able to garbage collect this class loader. To support reclaiming this class loader, either resolve the underlying issue, or move Google Collections to your system class path.
06-18 13:48:49.824 17690 17690 W ND      : java.io.FileNotFoundException: com/google/inject/internal/Finalizer.class
06-18 13:48:49.824 17690 17690 W ND      : 	at NE.a(FinalizableReferenceQueue.java:269)
06-18 13:48:49.840 17690 17690 I ND      : 	at OT.<clinit>(MapMaker.java:787)
06-18 13:48:49.840 17690 17690 I ND      : 	at Ph.<init>(MapMaker.java:946)
06-18 13:48:49.840 17690 17690 I ND      : 	at Pb.a(MapMaker.java:312)
06-18 13:48:49.840 17690 17690 I ND      : 	at OX.a(MapMaker.java:498)
06-18 13:48:49.840 17690 17690 I ND      : 	at OX.a(MapMaker.java:419)
06-18 13:48:49.840 17690 17690 I ND      : 	at Nb.get(CustomConcurrentHashMap.java:2029)
06-18 13:48:49.840 17690 17690 I ND      : 	at MM.a(BytecodeGen.java:149)
06-18 13:48:49.840 17690 17690 I ND      : 	at MM.a(BytecodeGen.java:132)
06-18 13:48:49.840 17690 17690 I ND      : 	at MX.a(ConstructionContext.java:80)
06-18 13:48:49.840 17690 17690 I ND      : 	at KG.a(ConstructorInjector.java:70)
06-18 13:48:49.840 17690 17690 I ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-18 13:48:49.840 17690 17690 I ND      : 	at LU.a(ProviderToInternalFactoryAdapter.java:45)
06-18 13:48:49.840 17690 17690 I ND      : 	at Li.a(InjectorImpl.java:811)
06-18 13:48:49.840 17690 17690 I ND      : 	at LT.a(ProviderToInternalFactoryAdapter.java:42)
06-18 13:48:49.840 17690 17690 I ND      : 	at Mc.a(Scopes.java:54)
06-18 13:48:49.840 17690 17690 I ND      : 	at Lz.a(InternalFactoryToProviderAdapter.java:48)
06-18 13:48:49.840 17690 17690 I ND      : 	at KR.a(FactoryProxy.java:56)
06-18 13:48:49.840 17690 17690 I ND      : 	at Mi.a(SingleParameterInjector.java:42)
06-18 13:48:49.840 17690 17690 I ND      : 	at Mi.a(SingleParameterInjector.java:66)
06-18 13:48:49.840 17690 17690 I ND      : 	at KG.a(ConstructorInjector.java:84)
06-18 13:48:49.840 17690 17690 I ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-18 13:48:49.840 17690 17690 I ND      : 	at KR.a(FactoryProxy.java:56)
06-18 13:48:49.840 17690 17690 I ND      : 	at Mi.a(SingleParameterInjector.java:42)
06-18 13:48:49.840 17690 17690 I ND      : 	at Mi.a(SingleParameterInjector.java:66)
06-18 13:48:49.840 17690 17690 I ND      : 	at KG.a(ConstructorInjector.java:84)
06-18 13:48:49.840 17690 17690 I ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-18 13:48:49.840 17690 17690 I ND      : 	at LU.a(ProviderToInternalFactoryAdapter.java:45)
06-18 13:48:49.840 17690 17690 I ND      : 	at Li.a(InjectorImpl.java:811)
06-18 13:48:49.840 17690 17690 I ND      : 	at LT.a(ProviderToInternalFactoryAdapter.java:42)
06-18 13:48:49.840 17690 17690 I ND      : 	at Mc.a(Scopes.java:54)
06-18 13:48:49.840 17690 17690 I ND      : 	at Lz.a(InternalFactoryToProviderAdapter.java:48)
06-18 13:48:49.840 17690 17690 I ND      : 	at Lg.a(InjectorBuilder.java:200)
06-18 13:48:49.840 17690 17690 I ND      : 	at Lg.a(InjectorBuilder.java:194)
06-18 13:48:49.840 17690 17690 I ND      : 	at Li.a(InjectorImpl.java:804)
06-18 13:48:49.840 17690 17690 I ND      : 	at Lf.a(InjectorBuilder.java:194)
06-18 13:48:49.840 17690 17690 I ND      : 	at Lf.b(InjectorBuilder.java:176)
06-18 13:48:49.840 17690 17690 I ND      : 	at Lf.a(InjectorBuilder.java:113)
06-18 13:48:49.840 17690 17690 I ND      : 	at KS.a(Guice.java:92)
06-18 13:48:49.840 17690 17690 I ND      : 	at roboguice.application.RoboApplication.b(RoboApplication.java:146)
06-18 13:48:49.840 17690 17690 I ND      : 	at roboguice.application.RoboApplication.a(RoboApplication.java:84)
06-18 13:48:49.840 17690 17690 I ND      : 	at com.google.android.apps.docs.GuiceContentProvider.a(GuiceContentProvider.java:36)
06-18 13:48:49.840 17690 17690 I ND      : 	at com.google.android.apps.docs.GuiceContentProvider.onCreate(GuiceContentProvider.java:27)
06-18 13:48:49.840 17690 17690 I ND      : 	at com.google.android.apps.docs.doclist.BaseSearchSuggestionProvider.onCreate(BaseSearchSuggestionProvider.java:88)
06-18 13:48:49.840 17690 17690 I ND      : 	at android.content.ContentProvider.attachInfo(ContentProvider.java:944)
06-18 13:48:49.840 17690 17690 I ND      : 	at android.app.ActivityThread.installProvider(ActivityThread.java:4237)
06-18 13:48:49.840 17690 17690 I ND      : 	at android.app.ActivityThread.installContentProviders(ActivityThread.java:3992)
06-18 13:48:49.840 17690 17690 I ND      : 	at android.app.ActivityThread.handleBindApplication(ActivityThread.java:3946)
06-18 13:48:49.840 17690 17690 I ND      : 	at android.app.ActivityThread.access$1300(ActivityThread.java:123)
06-18 13:48:49.840 17690 17690 I ND      : 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1185)
06-18 13:48:49.840 17690 17690 I ND      : 	at android.os.Handler.dispatchMessage(Handler.java:99)
06-18 13:48:49.840 17690 17690 I ND      : 	at android.os.Looper.loop(Looper.java:137)
06-18 13:48:49.840 17690 17690 I ND      : 	at android.app.ActivityThread.main(ActivityThread.java:4424)
06-18 13:48:49.840 17690 17690 I ND      : 	at java.lang.reflect.Method.invokeNative(Native Method)
06-18 13:48:49.840 17690 17690 I ND      : 	at java.lang.reflect.Method.invoke(Method.java:511)
06-18 13:48:49.840 17690 17690 I ND      : 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:784)
06-18 13:48:49.840 17690 17690 I ND      : 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:551)
06-18 13:48:49.840 17690 17690 I ND      : 	at dalvik.system.NativeStart.main(Native Method)
06-18 13:48:49.840 17690 17690 I ND      : Caused by: java.lang.IllegalArgumentException: Expected com.google.inject.internal.FinalizableReference.
06-18 13:48:49.840 17690 17690 I ND      : 	at NK.startFinalizer(Finalizer.java:77)
06-18 13:48:49.840 17690 17690 I ND      : 	... 60 more
06-18 13:48:49.886 17690 17690 I ActivityThread: Pub com.google.android.apps.docs.doclist.account_suggest: com.google.android.apps.docs.doclist.DocListAccountSuggestionProvider
06-18 13:48:49.894 17690 17690 I ActivityThread: Pub com.google.android.apps.docs: com.google.android.apps.docs.providers.DocListProvider
06-18 13:48:49.984 17690 17693 D dalvikvm: GC_CONCURRENT freed 485K, 6% free 9868K/10439K, paused 7ms+3ms
06-18 13:48:50.043   140   464 I ActivityManager: Start proc com.google.android.apps.walletnfcrel for broadcast com.google.android.apps.walletnfcrel/com.google.android.apps.wallet.util.WalletNetworkAccessReceiver: pid=17709 uid=10067 gids={3003}
06-18 13:48:50.261 17709 17709 I ActivityThread: Pub com.google.android.apps.wallet: com.google.android.apps.wallet.datastore.impl.WalletContentProvider
06-18 13:48:50.461 17709 17711 D dalvikvm: GC_CONCURRENT freed 203K, 3% free 9321K/9607K, paused 4ms+2ms
06-18 13:48:50.465 17709 17709 I ActivityThread: Pub com.google.android.apps.wallet.p2pcontent: com.google.android.apps.wallet.p2p.dataaccess.persistence.P2pContentProvider
06-18 13:48:50.789 17709 17711 D dalvikvm: GC_CONCURRENT freed 317K, 5% free 9423K/9863K, paused 3ms+4ms
06-18 13:48:50.832   140   464 I ActivityManager: Process com.google.android.syncadapters.calendar (pid 17371) has died.
06-18 13:48:50.886 17709 17709 I System  : Failed to destroy process 17728
06-18 13:48:50.894 17709 17709 I System  : libcore.io.ErrnoException: kill failed: ESRCH (No such process)
06-18 13:48:50.894 17709 17709 I System  : 	at libcore.io.Posix.kill(Native Method)
06-18 13:48:50.894 17709 17709 I System  : 	at libcore.io.ForwardingOs.kill(ForwardingOs.java:77)
06-18 13:48:50.894 17709 17709 I System  : 	at java.lang.ProcessManager$ProcessImpl.destroy(ProcessManager.java:257)
06-18 13:48:50.894 17709 17709 I System  : 	at com.google.android.apps.wallet.datastore.impl.DowngradeSafeSQLiteOpenHelper.restrictDirectoryAccess(DowngradeSafeSQLiteOpenHelper.java:311)
06-18 13:48:50.894 17709 17709 I System  : 	at com.google.android.apps.wallet.datastore.impl.DowngradeSafeSQLiteOpenHelper.getWritableDatabase(DowngradeSafeSQLiteOpenHelper.java:130)
06-18 13:48:50.894 17709 17709 I System  : 	at com.google.android.apps.wallet.datastore.impl.WalletContentProvider.query(WalletContentProvider.java:97)
06-18 13:48:50.894 17709 17709 I System  : 	at android.content.ContentProvider$Transport.query(ContentProvider.java:178)
