06-19 10:02:39.433 10126 11257 D Misc    : code = esv, osis = 1Cor.13, reference = 1 Corinthians 13
06-19 10:02:39.480 10126 11257 I Misc    : read 1 rows from the chapters database
06-19 10:02:39.601 10126 10129 D dalvikvm: GC_CONCURRENT freed 3745K, 23% free 22145K/28487K, paused 2ms+9ms
06-19 10:02:41.519 10126 11257 D Bible - Misc: error fetching audio bible chapter info
06-19 10:02:41.519 10126 11257 D Bible - Misc: com.youversion.exceptions.YouVersionApiException: Connection to http://api.youversion.com refused
06-19 10:02:41.519 10126 11257 D Bible - Misc: 	at jw.a(SourceFile:89)
06-19 10:02:41.519 10126 11257 D Bible - Misc: Caused by: java.net.SocketException: failed to connect to /173.192.228.18 (port 80) after 10000ms: isConnected failed: EHOSTUNREACH (No route to host)
06-19 10:02:41.519 10126 11257 D Bible - Misc: 	at libcore.io.IoBridge.isConnected(IoBridge.java:220)
06-19 10:02:41.519 10126 11257 D Bible - Misc: 	at libcore.io.IoBridge.connectErrno(IoBridge.java:152)
06-19 10:02:41.519 10126 11257 D Bible - Misc: 	at libcore.io.IoBridge.connect(IoBridge.java:112)
06-19 10:02:41.519 10126 11257 D Bible - Misc: 	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:192)
06-19 10:02:41.519 10126 11257 D Bible - Misc: 	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:459)
06-19 10:02:41.519 10126 11257 D Bible - Misc: 	at java.net.Socket.connect(Socket.java:842)
06-19 10:02:41.519 10126 11257 D Bible - Misc: 	at org.apache.http.conn.scheme.PlainSocketFactory.connectSocket(PlainSocketFactory.java:119)
06-19 10:02:41.519 10126 11257 D Bible - Misc: 	at org.apache.http.impl.conn.DefaultClientConnectionOperator.openConnection(DefaultClientConnectionOperator.java:144)
06-19 10:02:41.519 10126 11257 D Bible - Misc: 	... 11 more
06-19 10:02:41.519 10126 11257 D Bible - Misc: Caused by: libcore.io.ErrnoException: isConnected failed: EHOSTUNREACH (No route to host)
06-19 10:02:41.519 10126 11257 D Bible - Misc: 	at libcore.io.IoBridge.isConnected(IoBridge.java:201)
06-19 10:02:41.519 10126 11257 D Bible - Misc: 	... 18 more
06-19 10:02:41.519 10126 11257 D Bible - E/Misc: error fetching audio bible chapter info
06-19 10:02:41.523 10126 11257 D Bible - E/Misc: YouVersionApiException: Connection to http://api.youversion.com refused
06-19 10:02:41.527 10126 11257 D Bible - E/Misc: 	jw.a(SourceFile:89)
06-19 10:02:41.531 10126 11257 D Bible - E/Misc: 	agu.run(SourceFile:2069)
06-19 10:02:41.531 10126 11257 D Bible - E/Misc: 	java.lang.Thread.run(Thread.java:856)
06-19 10:02:41.531 10126 11257 D Bible - E/Misc: HttpHostConnectException: Connection to http://api.youversion.com refused
06-19 10:02:41.535 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.DefaultClientConnectionOperator.openConnection(DefaultClientConnectionOperator.java:183)
06-19 10:02:41.535 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPoolEntry.open(AbstractPoolEntry.java:164)
06-19 10:02:41.539 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPooledConnAdapter.open(AbstractPooledConnAdapter.java:119)
06-19 10:02:41.543 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.DefaultRequestDirector.execute(DefaultRequestDirector.java:360)
06-19 10:02:41.547 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:555)
06-19 10:02:41.547 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:487)
06-19 10:02:41.547 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:465)
06-19 10:02:41.550 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:124)
06-19 10:02:41.550 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:87)
06-19 10:02:41.550 10126 11257 D Bible - E/Misc: 	jw.a(SourceFile:81)
06-19 10:02:41.554 10126 11257 D Bible - E/Misc: 	agu.run(SourceFile:2069)
06-19 10:02:41.554 10126 11257 D Bible - E/Misc: 	java.lang.Thread.run(Thread.java:856)
06-19 10:02:41.562 10126 11257 D Bible - E/Misc: ConnectException: failed to connect to /173.192.228.18 (port 80) after 10000ms: isConnected failed: EHOSTUNREACH (No route to host)
06-19 10:02:41.566 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.DefaultClientConnectionOperator.openConnection(DefaultClientConnectionOperator.java:181)
06-19 10:02:41.570 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPoolEntry.open(AbstractPoolEntry.java:164)
06-19 10:02:41.574 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPooledConnAdapter.open(AbstractPooledConnAdapter.java:119)
06-19 10:02:41.574 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.DefaultRequestDirector.execute(DefaultRequestDirector.java:360)
06-19 10:02:41.578 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:555)
06-19 10:02:41.582 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:487)
06-19 10:02:41.586 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:465)
06-19 10:02:41.590 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:124)
06-19 10:02:41.593 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:87)
06-19 10:02:41.597 10126 11257 D Bible - E/Misc: 	jw.a(SourceFile:81)
06-19 10:02:41.601 10126 11257 D Bible - E/Misc: 	agu.run(SourceFile:2069)
06-19 10:02:41.605 10126 11257 D Bible - E/Misc: 	java.lang.Thread.run(Thread.java:856)
06-19 10:02:41.605 10126 11257 D Bible - E/Misc: SocketException: failed to connect to /173.192.228.18 (port 80) after 10000ms: isConnected failed: EHOSTUNREACH (No route to host)
06-19 10:02:41.609 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.isConnected(IoBridge.java:220)
06-19 10:02:41.609 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connectErrno(IoBridge.java:152)
06-19 10:02:41.617 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connect(IoBridge.java:112)
06-19 10:02:41.617 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:192)
06-19 10:02:41.621 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:459)
06-19 10:02:41.621 10126 11257 D Bible - E/Misc: 	java.net.Socket.connect(Socket.java:842)
06-19 10:02:41.625 10126 11257 D Bible - E/Misc: 	org.apache.http.conn.scheme.PlainSocketFactory.connectSocket(PlainSocketFactory.java:119)
06-19 10:02:41.625 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.DefaultClientConnectionOperator.openConnection(DefaultClientConnectionOperator.java:144)
06-19 10:02:41.625 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPoolEntry.open(AbstractPoolEntry.java:164)
06-19 10:02:41.632 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPooledConnAdapter.open(AbstractPooledConnAdapter.java:119)
06-19 10:02:41.636 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.DefaultRequestDirector.execute(DefaultRequestDirector.java:360)
06-19 10:02:41.636 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:555)
06-19 10:02:41.636 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:487)
06-19 10:02:41.636 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:465)
06-19 10:02:41.640 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:124)
06-19 10:02:41.640 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:87)
06-19 10:02:41.640 10126 11257 D Bible - E/Misc: 	jw.a(SourceFile:81)
06-19 10:02:41.644 10126 11257 D Bible - E/Misc: 	agu.run(SourceFile:2069)
06-19 10:02:41.644 10126 11257 D Bible - E/Misc: 	java.lang.Thread.run(Thread.java:856)
06-19 10:02:41.644 10126 11257 D Bible - E/Misc: ErrnoException: isConnected failed: EHOSTUNREACH (No route to host)
06-19 10:02:41.656 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.isConnected(IoBridge.java:201)
06-19 10:02:41.656 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connectErrno(IoBridge.java:152)
06-19 10:02:41.656 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connect(IoBridge.java:112)
06-19 10:02:41.660 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:192)
06-19 10:02:41.660 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:459)
06-19 10:02:41.660 10126 11257 D Bible - E/Misc: 	java.net.Socket.connect(Socket.java:842)
06-19 10:02:41.664 10126 11257 D Bible - E/Misc: 	org.apache.http.conn.scheme.PlainSocketFactory.connectSocket(PlainSocketFactory.java:119)
06-19 10:02:41.672 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.DefaultClientConnectionOperator.openConnection(DefaultClientConnectionOperator.java:144)
06-19 10:02:41.675 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPoolEntry.open(AbstractPoolEntry.java:164)
06-19 10:02:41.675 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPooledConnAdapter.open(AbstractPooledConnAdapter.java:119)
06-19 10:02:41.679 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.DefaultRequestDirector.execute(DefaultRequestDirector.java:360)
06-19 10:02:41.683 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:555)
06-19 10:02:41.683 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:487)
06-19 10:02:41.687 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:465)
06-19 10:02:41.691 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:124)
06-19 10:02:41.695 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:87)
06-19 10:02:41.699 10126 11257 D Bible - E/Misc: 	jw.a(SourceFile:81)
06-19 10:02:41.703 10126 11257 D Bible - E/Misc: 	agu.run(SourceFile:2069)
06-19 10:02:41.707 10126 11257 D Bible - E/Misc: 	java.lang.Thread.run(Thread.java:856)
06-19 10:02:41.707 10126 11257 D Bible - E/Misc: ErrnoException: isConnected failed: EHOSTUNREACH (No route to host)
06-19 10:02:41.711 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.isConnected(IoBridge.java:201)
06-19 10:02:41.715 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connectErrno(IoBridge.java:152)
06-19 10:02:41.722 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connect(IoBridge.java:112)
06-19 10:02:41.722 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:192)
06-19 10:02:41.726 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:459)
06-19 10:02:41.726 10126 11257 D Bible - E/Misc: 	java.net.Socket.connect(Socket.java:842)
06-19 10:02:41.726 10126 11257 D Bible - E/Misc: 	org.apache.http.conn.scheme.PlainSocketFactory.connectSocket(PlainSocketFactory.java:119)
06-19 10:02:41.730 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.DefaultClientConnectionOperator.openConnection(DefaultClientConnectionOperator.java:144)
06-19 10:02:41.730 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPoolEntry.open(AbstractPoolEntry.java:164)
06-19 10:02:41.730 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPooledConnAdapter.open(AbstractPooledConnAdapter.java:119)
06-19 10:02:41.734 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.DefaultRequestDirector.execute(DefaultRequestDirector.java:360)
06-19 10:02:41.734 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:555)
06-19 10:02:41.742 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:487)
06-19 10:02:41.742 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:465)
06-19 10:02:41.742 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:124)
06-19 10:02:41.746 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:87)
06-19 10:02:41.746 10126 11257 D Bible - E/Misc: 	jw.a(SourceFile:81)
06-19 10:02:41.746 10126 11257 D Bible - E/Misc: 	agu.run(SourceFile:2069)
06-19 10:02:41.746 10126 11257 D Bible - E/Misc: 	java.lang.Thread.run(Thread.java:856)
06-19 10:02:41.750 10126 11257 D Bible - E/Misc: SocketException: failed to connect to /173.192.228.18 (port 80) after 10000ms: isConnected failed: EHOSTUNREACH (No route to host)
06-19 10:02:41.750 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.isConnected(IoBridge.java:220)
06-19 10:02:41.750 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connectErrno(IoBridge.java:152)
06-19 10:02:41.754 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connect(IoBridge.java:112)
06-19 10:02:41.757 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:192)
06-19 10:02:41.761 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:459)
06-19 10:02:41.761 10126 11257 D Bible - E/Misc: 	java.net.Socket.connect(Socket.java:842)
06-19 10:02:41.761 10126 11257 D Bible - E/Misc: 	org.apache.http.conn.scheme.PlainSocketFactory.connectSocket(PlainSocketFactory.java:119)
06-19 10:02:41.765 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.DefaultClientConnectionOperator.openConnection(DefaultClientConnectionOperator.java:144)
06-19 10:02:41.765 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPoolEntry.open(AbstractPoolEntry.java:164)
06-19 10:02:41.765 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPooledConnAdapter.open(AbstractPooledConnAdapter.java:119)
06-19 10:02:41.769 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.DefaultRequestDirector.execute(DefaultRequestDirector.java:360)
06-19 10:02:41.769 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:555)
06-19 10:02:41.769 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:487)
06-19 10:02:41.777 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:465)
06-19 10:02:41.781 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:124)
06-19 10:02:41.785 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:87)
06-19 10:02:41.789 10126 11257 D Bible - E/Misc: 	jw.a(SourceFile:81)
06-19 10:02:41.793 10126 11257 D Bible - E/Misc: 	agu.run(SourceFile:2069)
06-19 10:02:41.797 10126 11257 D Bible - E/Misc: 	java.lang.Thread.run(Thread.java:856)
06-19 10:02:41.797 10126 11257 D Bible - E/Misc: ErrnoException: isConnected failed: EHOSTUNREACH (No route to host)
06-19 10:02:41.800 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.isConnected(IoBridge.java:201)
06-19 10:02:41.804 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connectErrno(IoBridge.java:152)
06-19 10:02:41.804 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connect(IoBridge.java:112)
06-19 10:02:41.804 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:192)
06-19 10:02:41.812 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:459)
06-19 10:02:41.816 10126 11257 D Bible - E/Misc: 	java.net.Socket.connect(Socket.java:842)
06-19 10:02:41.816 10126 11257 D Bible - E/Misc: 	org.apache.http.conn.scheme.PlainSocketFactory.connectSocket(PlainSocketFactory.java:119)
06-19 10:02:41.816 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.DefaultClientConnectionOperator.openConnection(DefaultClientConnectionOperator.java:144)
06-19 10:02:41.816 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPoolEntry.open(AbstractPoolEntry.java:164)
06-19 10:02:41.820 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPooledConnAdapter.open(AbstractPooledConnAdapter.java:119)
06-19 10:02:41.820 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.DefaultRequestDirector.execute(DefaultRequestDirector.java:360)
06-19 10:02:41.820 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:555)
06-19 10:02:41.824 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:487)
06-19 10:02:41.824 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:465)
06-19 10:02:41.824 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:124)
06-19 10:02:41.832 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:87)
06-19 10:02:41.836 10126 11257 D Bible - E/Misc: 	jw.a(SourceFile:81)
06-19 10:02:41.836 10126 11257 D Bible - E/Misc: 	agu.run(SourceFile:2069)
06-19 10:02:41.836 10126 11257 D Bible - E/Misc: 	java.lang.Thread.run(Thread.java:856)
06-19 10:02:41.836 10126 11257 D Bible - E/Misc: ErrnoException: isConnected failed: EHOSTUNREACH (No route to host)
06-19 10:02:41.840 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.isConnected(IoBridge.java:201)
06-19 10:02:41.840 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connectErrno(IoBridge.java:152)
06-19 10:02:41.840 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connect(IoBridge.java:112)
06-19 10:02:41.847 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:192)
06-19 10:02:41.851 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:459)
06-19 10:02:41.855 10126 11257 D Bible - E/Misc: 	java.net.Socket.connect(Socket.java:842)
06-19 10:02:41.859 10126 11257 D Bible - E/Misc: 	org.apache.http.conn.scheme.PlainSocketFactory.connectSocket(PlainSocketFactory.java:119)
06-19 10:02:41.859 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.DefaultClientConnectionOperator.openConnection(DefaultClientConnectionOperator.java:144)
06-19 10:02:41.863 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPoolEntry.open(AbstractPoolEntry.java:164)
06-19 10:02:41.867 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPooledConnAdapter.open(AbstractPooledConnAdapter.java:119)
06-19 10:02:41.867 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.DefaultRequestDirector.execute(DefaultRequestDirector.java:360)
06-19 10:02:41.867 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:555)
06-19 10:02:41.871 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:487)
06-19 10:02:41.875 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:465)
06-19 10:02:41.879 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:124)
06-19 10:02:41.879 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:87)
06-19 10:02:41.879 10126 11257 D Bible - E/Misc: 	jw.a(SourceFile:81)
06-19 10:02:41.882 10126 11257 D Bible - E/Misc: 	agu.run(SourceFile:2069)
06-19 10:02:41.886 10126 11257 D Bible - E/Misc: 	java.lang.Thread.run(Thread.java:856)
06-19 10:02:41.886 10126 11257 D Bible - E/Misc: ConnectException: failed to connect to /173.192.228.18 (port 80) after 10000ms: isConnected failed: EHOSTUNREACH (No route to host)
06-19 10:02:41.890 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.DefaultClientConnectionOperator.openConnection(DefaultClientConnectionOperator.java:181)
06-19 10:02:41.890 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPoolEntry.open(AbstractPoolEntry.java:164)
06-19 10:02:41.894 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPooledConnAdapter.open(AbstractPooledConnAdapter.java:119)
06-19 10:02:41.898 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.DefaultRequestDirector.execute(DefaultRequestDirector.java:360)
06-19 10:02:41.898 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:555)
06-19 10:02:41.902 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:487)
06-19 10:02:41.902 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:465)
06-19 10:02:41.906 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:124)
06-19 10:02:41.906 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:87)
06-19 10:02:41.910 10126 11257 D Bible - E/Misc: 	jw.a(SourceFile:81)
06-19 10:02:41.910 10126 11257 D Bible - E/Misc: 	agu.run(SourceFile:2069)
06-19 10:02:41.914 10126 11257 D Bible - E/Misc: 	java.lang.Thread.run(Thread.java:856)
06-19 10:02:41.918 10126 11257 D Bible - E/Misc: SocketException: failed to connect to /173.192.228.18 (port 80) after 10000ms: isConnected failed: EHOSTUNREACH (No route to host)
06-19 10:02:41.918 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.isConnected(IoBridge.java:220)
06-19 10:02:41.922 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connectErrno(IoBridge.java:152)
06-19 10:02:41.925 10126 11257 D Bible - E/Misc: 	libcore.io.IoBridge.connect(IoBridge.java:112)
06-19 10:02:41.929 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:192)
06-19 10:02:41.929 10126 11257 D Bible - E/Misc: 	java.net.PlainSocketImpl.connect(PlainSocketImpl.java:459)
06-19 10:02:41.933 10126 11257 D Bible - E/Misc: 	java.net.Socket.connect(Socket.java:842)
06-19 10:02:41.933 10126 11257 D Bible - E/Misc: 	org.apache.http.conn.scheme.PlainSocketFactory.connectSocket(PlainSocketFactory.java:119)
06-19 10:02:41.933 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.DefaultClientConnectionOperator.openConnection(DefaultClientConnectionOperator.java:144)
06-19 10:02:41.941 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPoolEntry.open(AbstractPoolEntry.java:164)
06-19 10:02:41.949 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.conn.AbstractPooledConnAdapter.open(AbstractPooledConnAdapter.java:119)
06-19 10:02:41.949 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.DefaultRequestDirector.execute(DefaultRequestDirector.java:360)
06-19 10:02:41.953 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:555)
06-19 10:02:41.957 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:487)
06-19 10:02:41.961 10126 11257 D Bible - E/Misc: 	org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:465)
06-19 10:02:41.961 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:124)
06-19 10:02:41.961 10126 11257 D Bible - E/Misc: 	js.a(SourceFile:87)
06-19 10:02:41.965 10126 11257 D Bible - E/Misc: 	jw.a(SourceFile:81)
06-19 10:02:41.965 10126 11257 D Bible - E/Misc: 	agu.run(SourceFile:2069)
06-19 10:02:41.968 10126 11257 D Bible - E/Misc: 	java.lang.Thread.run(Thread.java:856)
06-19 10:02:41.972 10126 11257 D Bible - E/Misc: ErrnoException: isConnected failed: EHOSTUNREACH (No route to host)
